"CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
823,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,NA,7,NA,52,28,NA,2,NA,1,NA,92,1,13,90,8,46,640,4,21,3,92,NA,NA,0.636,NA,4.727,2.545,NA,0.182,NA,0.091,NA,8.364,0.091,1.182,8.182,0.727,4.182,58.182,0.364,1.909,0.273,8.364,NA
824,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,27,204,92,NA,5,2,6,10,179,19,30,11,3,2,828,5,9,15,143,NA,0.063,0.126,1.695,12.806,5.775,NA,0.314,0.126,0.377,0.628,11.237,1.193,1.883,0.691,0.188,0.126,51.977,0.314,0.565,0.942,8.977,NA
825,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,3,10,21,917,NA,67,8,20,5,68,NA,74,133,36,1,2403,5,17,9,1172,NA,0.06,0.06,0.201,0.422,18.443,NA,1.348,0.161,0.402,0.101,1.368,NA,1.488,2.675,0.724,0.02,48.331,0.101,0.342,0.181,23.572,NA
826,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,11,NA,110,229,NA,1,5,11,18,104,1,41,11,NA,7,960,6,2,2,52,NA,0.127,0.699,NA,6.993,14.558,NA,0.064,0.318,0.699,1.144,6.612,0.064,2.606,0.699,NA,0.445,61.03,0.381,0.127,0.127,3.306,NA
827,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,2,1,NA,17,254,NA,7,15,1,3,194,NA,12,10,5,1,891,3,NA,5,185,NA,0.125,0.062,NA,1.059,15.816,NA,0.436,0.934,0.062,0.187,12.08,NA,0.747,0.623,0.311,0.062,55.479,0.187,NA,0.311,11.519,NA
828,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,2,1,128,116,1,34,1,4,11,564,NA,217,6,12,18,1709,15,2,21,197,NA,0.065,0.065,0.033,4.182,3.79,0.033,1.111,0.033,0.131,0.359,18.425,NA,7.089,0.196,0.392,0.588,55.831,0.49,0.065,0.686,6.436,NA
829,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,39,1,84,33,NA,3,1,4,3,367,8,8,NA,NA,NA,868,2,3,3,344,NA,0.056,2.201,0.056,4.74,1.862,NA,0.169,0.056,0.226,0.169,20.711,0.451,0.451,NA,NA,NA,48.984,0.113,0.169,0.169,19.413,NA
830,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,3,17,538,NA,59,3,3,3,107,2,15,4,3,4,1013,5,16,6,98,NA,0.158,0.053,0.158,0.893,28.271,NA,3.1,0.158,0.158,0.158,5.623,0.105,0.788,0.21,0.158,0.21,53.232,0.263,0.841,0.315,5.15,NA
831,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,2,709,189,NA,3,2,7,6,124,1,18,19,NA,6,789,1,9,2,94,2,NA,NA,0.101,35.754,9.531,NA,0.151,0.101,0.353,0.303,6.253,0.05,0.908,0.958,NA,0.303,39.788,0.05,0.454,0.101,4.74,0.101
832,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,3,NA,NA,NA,108,NA,2,NA,NA,1,275,NA,7,NA,2,38,544,NA,9,NA,19,NA,0.298,NA,NA,NA,10.714,NA,0.198,NA,NA,0.099,27.282,NA,0.694,NA,0.198,3.77,53.968,NA,0.893,NA,1.885,NA
833,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,3,34,94,555,1,9,1,4,11,1385,NA,41,16,38,16,1376,13,6,1,410,1,0.124,0.075,0.846,2.338,13.806,0.025,0.224,0.025,0.1,0.274,34.453,NA,1.02,0.398,0.945,0.398,34.229,0.323,0.149,0.025,10.199,0.025
834,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,NA,2,736,315,NA,64,NA,15,25,74,1,6,40,3,2,1688,55,66,2,103,NA,0.218,NA,0.062,22.971,9.831,NA,1.998,NA,0.468,0.78,2.31,0.031,0.187,1.248,0.094,0.062,52.684,1.717,2.06,0.062,3.215,NA
835,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,NA,1,58,13,33,NA,8,9,NA,2,31,NA,5,3,125,NA,784,NA,6,2,71,1,NA,0.087,5.035,1.128,2.865,NA,0.694,0.781,NA,0.174,2.691,NA,0.434,0.26,10.851,NA,68.056,NA,0.521,0.174,6.163,0.087
836,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,34,7,126,574,NA,57,2,6,13,681,2,65,4,8,8,1920,18,16,6,388,NA,0.127,0.863,0.178,3.198,14.569,NA,1.447,0.051,0.152,0.33,17.284,0.051,1.65,0.102,0.203,0.203,48.731,0.457,0.406,0.152,9.848,NA
837,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,NA,14,NA,588,16,NA,NA,NA,NA,NA,2,NA,1,NA,2,1,361,3,4,NA,5,NA,NA,1.404,NA,58.977,1.605,NA,NA,NA,NA,NA,0.201,NA,0.1,NA,0.201,0.1,36.209,0.301,0.401,NA,0.502,NA
838,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,5,240,133,NA,88,21,2,47,149,2,49,3,14,33,2100,19,25,23,501,NA,0.116,0.116,0.144,6.932,3.842,NA,2.542,0.607,0.058,1.358,4.304,0.058,1.415,0.087,0.404,0.953,60.659,0.549,0.722,0.664,14.471,NA
839,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3,NA,1,150,92,NA,5,NA,1,8,78,NA,29,NA,1,4,1447,8,7,4,242,2,0.144,NA,0.048,7.205,4.419,NA,0.24,NA,0.048,0.384,3.746,NA,1.393,NA,0.048,0.192,69.5,0.384,0.336,0.192,11.623,0.096
840,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,2,150,NA,NA,395,NA,NA,NA,88,NA,16,NA,14,NA,NA,NA,332,1,5,1,95,NA,0.182,13.649,NA,NA,35.942,NA,NA,NA,8.007,NA,1.456,NA,1.274,NA,NA,NA,30.209,0.091,0.455,0.091,8.644,NA
841,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,4,158,14,92,184,NA,3,14,1,5,314,NA,25,2,14,NA,853,5,25,2,108,NA,0.219,8.667,0.768,5.047,10.093,NA,0.165,0.768,0.055,0.274,17.224,NA,1.371,0.11,0.768,NA,46.791,0.274,1.371,0.11,5.924,NA
842,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,NA,3,1,NA,20,19,2,NA,1,NA,31,NA,337,NA,8,NA,651,2,NA,NA,199,NA,NA,0.235,0.078,NA,1.57,1.491,0.157,NA,0.078,NA,2.433,NA,26.452,NA,0.628,NA,51.099,0.157,NA,NA,15.62,NA
843,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,7,6,2,149,555,6,86,5,4,20,753,NA,112,7,NA,15,3605,1,7,8,267,NA,0.125,0.107,0.036,2.654,9.884,0.107,1.532,0.089,0.071,0.356,13.411,NA,1.995,0.125,NA,0.267,64.203,0.018,0.125,0.142,4.755,NA
844,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,8,55,4,252,214,NA,72,1,8,2,188,NA,31,NA,5,NA,1638,6,15,5,258,5,0.289,1.988,0.145,9.107,7.734,NA,2.602,0.036,0.289,0.072,6.794,NA,1.12,NA,0.181,NA,59.198,0.217,0.542,0.181,9.324,0.181
845,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,NA,64,5,28,176,NA,2,2,10,2,119,NA,148,1,12,NA,1090,9,2,5,322,NA,NA,3.205,0.25,1.402,8.813,NA,0.1,0.1,0.501,0.1,5.959,NA,7.411,0.05,0.601,NA,54.582,0.451,0.1,0.25,16.124,NA
846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,61,102,156,142,3,68,6,9,12,342,5,21,6,275,11,2130,27,17,8,544,1,0.202,1.543,2.58,3.945,3.591,0.076,1.72,0.152,0.228,0.303,8.649,0.126,0.531,0.152,6.955,0.278,53.869,0.683,0.43,0.202,13.758,0.025
847,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,NA,NA,13,530,1,22,NA,19,18,1516,NA,39,19,10,9,1967,7,85,9,215,4,0.067,NA,NA,0.29,11.815,0.022,0.49,NA,0.424,0.401,33.794,NA,0.869,0.424,0.223,0.201,43.848,0.156,1.895,0.201,4.793,0.089
848,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,2,NA,3,504,512,NA,5,NA,2,4,27,NA,13,NA,44,NA,1142,1,70,3,190,NA,0.079,NA,0.119,19.984,20.301,NA,0.198,NA,0.079,0.159,1.071,NA,0.515,NA,1.745,NA,45.282,0.04,2.776,0.119,7.534,NA
849,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,5,1,3,116,304,NA,8,92,2,58,64,1,24,NA,26,3,2020,114,23,3,353,NA,0.155,0.031,0.093,3.602,9.441,NA,0.248,2.857,0.062,1.801,1.988,0.031,0.745,NA,0.807,0.093,62.733,3.54,0.714,0.093,10.963,NA
850,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,16,NA,4,25,627,NA,30,2,15,2,85,NA,29,3,2,1,1231,2,13,3,201,NA,0.698,NA,0.175,1.091,27.368,NA,1.309,0.087,0.655,0.087,3.71,NA,1.266,0.131,0.087,0.044,53.732,0.087,0.567,0.131,8.773,NA
851,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,39,12,133,NA,17,NA,NA,2,461,NA,13,10,1,NA,604,5,16,1,51,NA,0.073,0.073,2.853,0.878,9.729,NA,1.244,NA,NA,0.146,33.723,NA,0.951,0.732,0.073,NA,44.184,0.366,1.17,0.073,3.731,NA
852,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,7,29,44,1,58,2,2,8,68,NA,4,3,38,4,162,12,7,2,19,NA,NA,NA,1.489,6.17,9.362,0.213,12.34,0.426,0.426,1.702,14.468,NA,0.851,0.638,8.085,0.851,34.468,2.553,1.489,0.426,4.043,NA
853,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,3,11,84,NA,2,NA,1,11,477,NA,43,10,3,3,563,11,6,3,133,NA,NA,NA,0.22,0.806,6.158,NA,0.147,NA,0.073,0.806,34.971,NA,3.152,0.733,0.22,0.22,41.276,0.806,0.44,0.22,9.751,NA
854,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,105,104,NA,54,NA,10,9,405,34,2,1,2,29,697,27,5,9,56,NA,NA,NA,NA,6.779,6.714,NA,3.486,NA,0.646,0.581,26.146,2.195,0.129,0.065,0.129,1.872,44.997,1.743,0.323,0.581,3.615,NA
855,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,72,3,33,20,726,NA,2,2,3,20,758,NA,45,2,13,3,1614,6,4,4,636,NA,1.815,0.076,0.832,0.504,18.306,NA,0.05,0.05,0.076,0.504,19.112,NA,1.135,0.05,0.328,0.076,40.696,0.151,0.101,0.101,16.036,NA
856,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,8,NA,305,1288,NA,3,1,9,5,142,15,227,2,8,3,1990,3,13,7,397,NA,0.09,0.181,NA,6.885,29.074,NA,0.068,0.023,0.203,0.113,3.205,0.339,5.124,0.045,0.181,0.068,44.921,0.068,0.293,0.158,8.962,NA
857,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,24,35,NA,2,NA,5,12,526,1,12,58,17,2,341,2,9,6,233,1,0.078,0.233,NA,1.86,2.713,NA,0.155,NA,0.388,0.93,40.775,0.078,0.93,4.496,1.318,0.155,26.434,0.155,0.698,0.465,18.062,0.078
858,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,5,12,148,5424,NA,24,11,47,9,651,2,47,30,7,8,4327,29,27,10,1104,1,0.343,0.042,0.1,1.237,45.336,NA,0.201,0.092,0.393,0.075,5.441,0.017,0.393,0.251,0.059,0.067,36.167,0.242,0.226,0.084,9.228,0.008
859,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,2,292,15,3,242,NA,6,NA,NA,9,14,2,533,NA,6,1,721,2,3,NA,79,NA,0.104,15.13,0.777,0.155,12.539,NA,0.311,NA,NA,0.466,0.725,0.104,27.617,NA,0.311,0.052,37.358,0.104,0.155,NA,4.093,NA
860,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,6,2,4,326,184,NA,20,9,4,5,242,2,77,NA,7,2,1015,46,212,4,281,NA,0.245,0.082,0.163,13.317,7.516,NA,0.817,0.368,0.163,0.204,9.886,0.082,3.145,NA,0.286,0.082,41.462,1.879,8.66,0.163,11.479,NA
861,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,191,7,62,174,NA,30,NA,8,1,180,7,89,46,10,3,965,13,19,6,130,1,0.359,9.8,0.359,3.181,8.928,NA,1.539,NA,0.41,0.051,9.236,0.359,4.566,2.36,0.513,0.154,49.513,0.667,0.975,0.308,6.67,0.051
862,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,6,191,NA,582,763,NA,12,4,NA,1,86,1,35,1,2,2,1416,4,90,2,92,NA,0.182,5.805,NA,17.69,23.191,NA,0.365,0.122,NA,0.03,2.614,0.03,1.064,0.03,0.061,0.061,43.04,0.122,2.736,0.061,2.796,NA
863,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,NA,NA,1,6,82,NA,2,1,NA,NA,57,253,3,NA,NA,NA,873,2,1,NA,35,NA,NA,NA,0.076,0.456,6.231,NA,0.152,0.076,NA,NA,4.331,19.225,0.228,NA,NA,NA,66.337,0.152,0.076,NA,2.66,NA
864,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,14,NA,12,524,NA,4,1,13,6,155,NA,46,7,6,2,2082,9,19,22,328,1,0.215,0.43,NA,0.368,16.083,NA,0.123,0.031,0.399,0.184,4.758,NA,1.412,0.215,0.184,0.061,63.904,0.276,0.583,0.675,10.068,0.031
865,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,2,144,850,NA,17,1,11,22,1707,1,17,7,7,19,2455,7,16,38,488,NA,0.069,0.034,0.034,2.476,14.617,NA,0.292,0.017,0.189,0.378,29.355,0.017,0.292,0.12,0.12,0.327,42.218,0.12,0.275,0.653,8.392,NA
866,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,85,10,15,300,NA,3,5,8,27,119,1,221,1,112,5,1869,17,108,6,424,NA,0.03,2.547,0.3,0.45,8.99,NA,0.09,0.15,0.24,0.809,3.566,0.03,6.623,0.03,3.356,0.15,56.008,0.509,3.236,0.18,12.706,NA
867,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,NA,NA,NA,18,232,NA,3,NA,1,1,12,NA,6,NA,1,NA,760,1,102,NA,9,NA,NA,NA,NA,1.571,20.244,NA,0.262,NA,0.087,0.087,1.047,NA,0.524,NA,0.087,NA,66.318,0.087,8.901,NA,0.785,NA
868,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,NA,3,NA,262,14,1,NA,2,NA,3,44,NA,1,2,NA,1,435,1,4,5,13,NA,NA,0.379,NA,33.123,1.77,0.126,NA,0.253,NA,0.379,5.563,NA,0.126,0.253,NA,0.126,54.994,0.126,0.506,0.632,1.643,NA
869,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,NA,2,208,331,NA,14,2,2,12,561,1,12,NA,9,3,1280,3,49,11,188,NA,0.037,NA,0.074,7.735,12.309,NA,0.521,0.074,0.074,0.446,20.863,0.037,0.446,NA,0.335,0.112,47.601,0.112,1.822,0.409,6.991,NA
870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,2,2,369,126,2,118,10,13,71,1242,1,50,20,6,13,1826,191,41,43,263,NA,0.113,0.045,0.045,8.36,2.855,0.045,2.673,0.227,0.295,1.609,28.138,0.023,1.133,0.453,0.136,0.295,41.368,4.327,0.929,0.974,5.958,NA
871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,23,4,188,1268,1,14,2,6,7,187,11,190,13,14,2,4904,12,36,16,458,8,0.068,0.312,0.054,2.551,17.207,0.014,0.19,0.027,0.081,0.095,2.538,0.149,2.578,0.176,0.19,0.027,66.549,0.163,0.489,0.217,6.215,0.109
872,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,NA,12,2,10,NA,NA,2,646,8,74,NA,4,NA,7,6,309,62,8,3,386,NA,NA,NA,0.78,0.13,0.65,NA,NA,0.13,41.975,0.52,4.808,NA,0.26,NA,0.455,0.39,20.078,4.029,0.52,0.195,25.081,NA
873,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,NA,3,NA,22,88,NA,7,NA,1,27,78,NA,11,NA,NA,NA,452,3,1,3,245,NA,NA,0.319,NA,2.338,9.352,NA,0.744,NA,0.106,2.869,8.289,NA,1.169,NA,NA,NA,48.034,0.319,0.106,0.319,26.036,NA
874,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,26,120,131,NA,95,18,796,284,1625,49,35,3,103,161,2100,25,7,1004,1288,31,0.038,0.063,0.329,1.517,1.656,NA,1.201,0.228,10.064,3.591,20.546,0.62,0.443,0.038,1.302,2.036,26.552,0.316,0.089,12.694,16.285,0.392
875,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,34,3,90,282,NA,14,NA,1,23,377,16,18,1,8,10,766,24,16,1,107,NA,NA,1.898,0.168,5.025,15.745,NA,0.782,NA,0.056,1.284,21.05,0.893,1.005,0.056,0.447,0.558,42.769,1.34,0.893,0.056,5.974,NA
876,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,5,2,54,97,3,13,46,24,1,44,NA,93,10,14,1,1225,10,13,2,388,5,0.678,0.242,0.097,2.616,4.7,0.145,0.63,2.229,1.163,0.048,2.132,NA,4.506,0.484,0.678,0.048,59.351,0.484,0.63,0.097,18.798,0.242
877,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,2,NA,3,28,NA,NA,NA,12,1,11,NA,4,NA,2,8,1040,7,3,1,9,NA,NA,0.177,NA,0.265,2.476,NA,NA,NA,1.061,0.088,0.973,NA,0.354,NA,0.177,0.707,91.954,0.619,0.265,0.088,0.796,NA
878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,1,37,161,1096,1,10,14,64,14,275,27,71,8,65,51,3024,2,24,2,300,NA,0.076,0.019,0.705,3.066,20.872,0.019,0.19,0.267,1.219,0.267,5.237,0.514,1.352,0.152,1.238,0.971,57.589,0.038,0.457,0.038,5.713,NA
879,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,15,73,NA,8,3,2,26,2704,NA,19,4,6,NA,1281,389,7,2,266,NA,NA,NA,NA,0.312,1.519,NA,0.166,0.062,0.042,0.541,56.275,NA,0.395,0.083,0.125,NA,26.66,8.096,0.146,0.042,5.536,NA
880,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,8,NA,9,47,799,NA,NA,18,80,NA,11,NA,17,4,4,1,1875,1,214,NA,109,NA,0.25,NA,0.282,1.47,24.992,NA,NA,0.563,2.502,NA,0.344,NA,0.532,0.125,0.125,0.031,58.649,0.031,6.694,NA,3.409,NA
881,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,16,3,497,109,NA,25,11,8,4,7,1,8,5,3,2,950,4,193,4,227,NA,NA,0.77,0.144,23.929,5.248,NA,1.204,0.53,0.385,0.193,0.337,0.048,0.385,0.241,0.144,0.096,45.739,0.193,9.292,0.193,10.929,NA
882,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,7,1,49,1378,NA,9,2,16,195,821,1,410,3,2,14,5729,3,13,10,634,NA,0.032,0.075,0.011,0.527,14.817,NA,0.097,0.022,0.172,2.097,8.828,0.011,4.409,0.032,0.022,0.151,61.602,0.032,0.14,0.108,6.817,NA
883,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,6,1,NA,60,797,NA,14,3,5,9,755,NA,60,19,14,76,1512,21,24,3,295,NA,0.163,0.027,NA,1.633,21.693,NA,0.381,0.082,0.136,0.245,20.55,NA,1.633,0.517,0.381,2.069,41.154,0.572,0.653,0.082,8.029,NA
884,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,19,13,2,107,180,NA,69,2,16,14,587,NA,29,19,17,8,1065,8,22,4,330,1,0.756,0.518,0.08,4.26,7.166,NA,2.747,0.08,0.637,0.557,23.368,NA,1.154,0.756,0.677,0.318,42.396,0.318,0.876,0.159,13.137,0.04
885,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,NA,10,42,4,23,NA,16,3,NA,9,139,NA,61,NA,89,2,540,2,5,1,112,NA,NA,0.945,3.97,0.378,2.174,NA,1.512,0.284,NA,0.851,13.138,NA,5.766,NA,8.412,0.189,51.04,0.189,0.473,0.095,10.586,NA
886,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55,1,6,15,668,NA,27,3,1,19,810,2,16,28,5,15,1099,4,14,4,215,8,1.824,0.033,0.199,0.498,22.156,NA,0.896,0.1,0.033,0.63,26.866,0.066,0.531,0.929,0.166,0.498,36.451,0.133,0.464,0.133,7.131,0.265
887,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,3,NA,21,40,NA,8,NA,NA,25,89,NA,7,NA,NA,3,1267,3,1,9,331,NA,0.055,0.166,NA,1.162,2.212,NA,0.442,NA,NA,1.383,4.923,NA,0.387,NA,NA,0.166,70.077,0.166,0.055,0.498,18.308,NA
888,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,NA,2,401,724,NA,5,NA,2,6,77,1,186,1,5,15,2387,NA,13,3,722,6,0.066,NA,0.044,8.796,15.881,NA,0.11,NA,0.044,0.132,1.689,0.022,4.08,0.022,0.11,0.329,52.358,NA,0.285,0.066,15.837,0.132
889,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,45,3,6,171,1178,NA,110,4,11,30,93,1,215,5,18,10,1143,34,50,22,766,NA,1.149,0.077,0.153,4.368,30.089,NA,2.81,0.102,0.281,0.766,2.375,0.026,5.492,0.128,0.46,0.255,29.195,0.868,1.277,0.562,19.566,NA
890,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,64,74,8,975,2,10,NA,7,8,84,7,146,3,28,5,2444,18,15,12,1395,1,0.038,1.206,1.394,0.151,18.369,0.038,0.188,NA,0.132,0.151,1.583,0.132,2.751,0.057,0.528,0.094,46.044,0.339,0.283,0.226,26.281,0.019
891,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,4,3,26,449,NA,38,NA,6,20,1711,6,51,121,79,10,2599,451,26,3,328,NA,0.101,0.067,0.051,0.438,7.563,NA,0.64,NA,0.101,0.337,28.819,0.101,0.859,2.038,1.331,0.168,43.776,7.596,0.438,0.051,5.525,NA
892,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,223,1,82,787,NA,16,3,5,14,226,2,149,6,18,3,2470,13,33,19,1093,NA,0.097,4.315,0.019,1.587,15.228,NA,0.31,0.058,0.097,0.271,4.373,0.039,2.883,0.116,0.348,0.058,47.794,0.252,0.639,0.368,21.149,NA
893,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,42,20,85,718,2,36,3,10,13,341,2,125,2,18,6,2362,10,28,5,514,NA,NA,0.967,0.461,1.958,16.536,0.046,0.829,0.069,0.23,0.299,7.854,0.046,2.879,0.046,0.415,0.138,54.399,0.23,0.645,0.115,11.838,NA
894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,9,71,23,577,1,20,1,2,6,166,2,89,4,86,4,1772,5,32,3,709,NA,0.056,0.251,1.981,0.642,16.099,0.028,0.558,0.028,0.056,0.167,4.632,0.056,2.483,0.112,2.4,0.112,49.442,0.14,0.893,0.084,19.782,NA
895,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,4,1,8,472,1378,NA,57,5,9,78,5249,NA,86,24,49,71,6239,24,18,14,427,NA,0.028,0.007,0.056,3.321,9.695,NA,0.401,0.035,0.063,0.549,36.931,NA,0.605,0.169,0.345,0.5,43.896,0.169,0.127,0.099,3.004,NA
896,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,11,NA,239,979,1,17,NA,5,37,290,5,161,55,14,14,1820,20,44,4,804,NA,0.11,0.243,NA,5.282,21.635,0.022,0.376,NA,0.11,0.818,6.409,0.11,3.558,1.215,0.309,0.309,40.221,0.442,0.972,0.088,17.768,NA
897,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,NA,63,586,1,14,6,87,29,2496,NA,57,56,14,8,4049,9,45,1,317,3,0.038,0.038,NA,0.803,7.468,0.013,0.178,0.076,1.109,0.37,31.808,NA,0.726,0.714,0.178,0.102,51.599,0.115,0.573,0.013,4.04,0.038
